symbol,timestamp,observed_utc,n_options,call_oi,put_oi,put_call_oi_ratio,oi_weighted_mark_iv,underlying_price,historical_volatility
SOL-HISTVOL,2026-08-17T00:00:00Z,,,,,,,,30.31090167079857
BTC-HISTVOL,2026-08-17T01:00:00Z,,,,,,,,20.72057129948149
ETH-HISTVOL,2026-08-17T01:00:00Z,,,,,,,,27.345371306392654
SOL-HISTVOL,2026-08-17T01:00:00Z,,,,,,,,30.317776124256238
BTC-HISTVOL,2026-08-17T02:00:00Z,,,,,,,,20.720583686117244
ETH-HISTVOL,2026-08-17T02:00:00Z,,,,,,,,27.35230861873024
SOL-HISTVOL,2026-08-17T02:00:00Z,,,,,,,,30.297705149818444
BTC-HISTVOL,2026-08-17T03:00:00Z,,,,,,,,20.746573099147597
ETH-HISTVOL,2026-08-17T03:00:00Z,,,,,,,,27.417844941416657
SOL-HISTVOL,2026-08-17T03:00:00Z,,,,,,,,30.23570465799989
BTC-HISTVOL,2026-08-17T04:00:00Z,,,,,,,,20.5585665105104
ETH-HISTVOL,2026-08-17T04:00:00Z,,,,,,,,27.04949709416989
SOL-HISTVOL,2026-08-17T04:00:00Z,,,,,,,,30.164455766754383
BTC-HISTVOL,2026-08-17T05:00:00Z,,,,,,,,20.559776313417125
