id,rule,base,context,ticker,n_events,n,win_pct,stop_pct,net_all,net_counted,ex_best,folds_pos,folds_counted,total_R,maxDD_R,worst_streak
42,donchian10+none,donchian10,none,BTC,103,112,38.392857142857146,58.92857142857143,0.15146428571428575,0.1514642857142857,-0.07314772727272728,2,4,16.96400000000001,14.729,6
43,donchian10+above_sma200,donchian10,above_sma200,BTC,33,34,35.294117647058826,55.88235294117647,0.12705882352941178,,,1,2,4.32,6.415999999999999,7
44,donchian10+btc_above_sma200,donchian10,btc_above_sma200,BTC,33,34,35.294117647058826,55.88235294117647,0.12705882352941178,,,1,2,4.32,6.415999999999999,7
45,donchian10+lowvol,donchian10,lowvol,BTC,31,33,33.33333333333333,66.66666666666666,-0.03436363636363631,,,0,1,-1.1339999999999975,11.517999999999997,9
46,donchian20+none,donchian20,none,BTC,75,81,38.2716049382716,59.25925925925925,0.14522222222222228,0.14522222222222228,-0.15532258064516122,2,4,11.763000000000005,16.110999999999997,7
47,donchian20+above_sma200,donchian20,above_sma200,BTC,26,27,37.03703703703704,55.55555555555556,0.16107407407407415,,,1,2,4.349000000000001,6.3279999999999985,7
48,donchian20+btc_above_sma200,donchian20,btc_above_sma200,BTC,26,27,37.03703703703704,55.55555555555556,0.16107407407407415,,,1,2,4.349000000000001,6.3279999999999985,7
49,donchian20+lowvol,donchian20,lowvol,BTC,24,25,32.0,68.0,-0.07591999999999997,,,0,1,-1.8979999999999968,10.477999999999998,8
50,donchian55+none,donchian55,none,BTC,47,51,35.294117647058826,62.745098039215684,0.05519607843137259,0.09975510204081632,-0.21181081081081077,1,3,2.815000000000002,15.643999999999998,6
51,donchian55+above_sma200,donchian55,above_sma200,BTC,22,23,39.130434782608695,56.52173913043478,0.19239130434782611,,,1,2,4.425000000000002,5.301999999999999,6
52,donchian55+btc_above_sma200,donchian55,btc_above_sma200,BTC,22,23,39.130434782608695,56.52173913043478,0.19239130434782611,,,1,2,4.425000000000002,5.301999999999999,6
53,donchian55+lowvol,donchian55,lowvol,BTC,12,13,15.384615384615385,84.61538461538461,-0.5641538461538461,,,0,1,-7.333999999999998,8.282999999999998,7
54,emacross9_21+none,emacross9_21,none,BTC,20,21,38.095238095238095,57.14285714285714,0.1565238095238095,,,0,0,3.2869999999999995,7.203,7
55,emacross9_21+above_sma200,emacross9_21,above_sma200,BTC,7,7,42.857142857142854,42.857142857142854,0.4064285714285715,,,0,0,2.845,1.04,2
56,emacross9_21+btc_above_sma200,emacross9_21,btc_above_sma200,BTC,7,7,42.857142857142854,42.857142857142854,0.4064285714285715,,,0,0,2.845,1.04,2
57,emacross9_21+lowvol,emacross9_21,lowvol,BTC,8,8,37.5,62.5,0.081875,,,0,0,0.6550000000000002,3.088,3
58,emacross20_50+none,emacross20_50,none,BTC,9,10,50.0,40.0,0.557,,,0,0,5.57,3.1129999999999995,3
59,emacross20_50+above_sma200,emacross20_50,above_sma200,BTC,3,3,66.66666666666666,0.0,1.2813333333333332,,,0,0,3.844,0.0990000000000002,1
60,emacross20_50+btc_above_sma200,emacross20_50,btc_above_sma200,BTC,3,3,66.66666666666666,0.0,1.2813333333333332,,,0,0,3.844,0.0990000000000002,1
61,emacross20_50+lowvol,emacross20_50,lowvol,BTC,3,3,33.33333333333333,66.66666666666666,-0.03200000000000003,,,0,0,-0.09600000000000009,1.0300000000000002,2
62,emacross50_200+none,emacross50_200,none,BTC,4,5,20.0,80.0,-0.4395999999999999,,,0,0,-2.1979999999999995,4.1499999999999995,4
63,emacross50_200+above_sma200,emacross50_200,above_sma200,BTC,2,2,0.0,100.0,-1.029,,,0,0,-2.058,1.031,2
64,emacross50_200+btc_above_sma200,emacross50_200,btc_above_sma200,BTC,2,2,0.0,100.0,-1.029,,,0,0,-2.058,1.031,2
65,emacross50_200+lowvol,emacross50_200,lowvol,BTC,1,1,0.0,100.0,-1.027,,,0,0,-1.027,0.0,1
66,pullback_sma100_ema10+none,pullback_sma100_ema10,none,BTC,49,51,31.372549019607842,68.62745098039215,-0.09345098039215682,-0.054693877551020384,-0.24647058823529408,1,3,-4.765999999999999,13.535,10
67,pullback_sma100_ema10+above_sma200,pullback_sma100_ema10,above_sma200,BTC,35,36,22.22222222222222,77.77777777777779,-0.37325,,,0,2,-13.436999999999998,15.403999999999998,9
68,pullback_sma100_ema10+btc_above_sma200,pullback_sma100_ema10,btc_above_sma200,BTC,35,36,22.22222222222222,77.77777777777779,-0.37325,,,0,2,-13.436999999999998,15.403999999999998,9
69,pullback_sma100_ema10+lowvol,pullback_sma100_ema10,lowvol,BTC,33,33,18.181818181818183,81.81818181818183,-0.49463636363636365,,,0,1,-16.322999999999997,18.212999999999997,11
70,pullback_sma100_ema20+none,pullback_sma100_ema20,none,BTC,21,21,38.095238095238095,61.904761904761905,0.11200000000000002,,,0,1,2.3520000000000003,7.548,6
71,pullback_sma100_ema20+above_sma200,pullback_sma100_ema20,above_sma200,BTC,17,17,23.52941176470588,76.47058823529412,-0.32829411764705885,,,0,1,-5.5809999999999995,7.548,6
72,pullback_sma100_ema20+btc_above_sma200,pullback_sma100_ema20,btc_above_sma200,BTC,17,17,23.52941176470588,76.47058823529412,-0.32829411764705885,,,0,1,-5.5809999999999995,7.548,6
73,pullback_sma100_ema20+lowvol,pullback_sma100_ema20,lowvol,BTC,12,12,16.666666666666664,83.33333333333334,-0.5363333333333332,,,0,0,-6.436,10.379,10
74,pullback_sma200_ema10+none,pullback_sma200_ema10,none,BTC,38,39,25.64102564102564,74.35897435897436,-0.271102564102564,,,0,2,-10.573,12.540000000000001,8
75,pullback_sma200_ema10+above_sma200,pullback_sma200_ema10,above_sma200,BTC,38,39,25.64102564102564,74.35897435897436,-0.271102564102564,,,0,2,-10.573,12.540000000000001,8
76,pullback_sma200_ema10+btc_above_sma200,pullback_sma200_ema10,btc_above_sma200,BTC,38,39,25.64102564102564,74.35897435897436,-0.271102564102564,,,0,2,-10.573,12.540000000000001,8
77,pullback_sma200_ema10+lowvol,pullback_sma200_ema10,lowvol,BTC,27,27,14.814814814814813,85.18518518518519,-0.5977407407407407,,,0,1,-16.139,18.105999999999998,9
78,pullback_sma200_ema20+none,pullback_sma200_ema20,none,BTC,21,22,27.27272727272727,68.18181818181817,-0.16372727272727267,,,0,1,-3.6019999999999985,6.443999999999999,4
79,pullback_sma200_ema20+above_sma200,pullback_sma200_ema20,above_sma200,BTC,21,22,27.27272727272727,68.18181818181817,-0.16372727272727267,,,0,1,-3.6019999999999985,6.443999999999999,4
80,pullback_sma200_ema20+btc_above_sma200,pullback_sma200_ema20,btc_above_sma200,BTC,21,22,27.27272727272727,68.18181818181817,-0.16372727272727267,,,0,1,-3.6019999999999985,6.443999999999999,4
81,pullback_sma200_ema20+lowvol,pullback_sma200_ema20,lowvol,BTC,11,11,9.090909090909092,90.9090909090909,-0.7647272727272726,,,0,0,-8.411999999999999,10.379,10
82,rsi14_exit25+none,rsi14_exit25,none,BTC,8,8,37.5,62.5,0.09950000000000009,,,0,0,0.7960000000000007,4.048,4
83,rsi14_exit25+above_sma200,rsi14_exit25,above_sma200,BTC,1,1,0.0,100.0,-1.007,,,0,0,-1.007,0.0,1
84,rsi14_exit25+btc_above_sma200,rsi14_exit25,btc_above_sma200,BTC,1,1,0.0,100.0,-1.007,,,0,0,-1.007,0.0,1
85,rsi14_exit25+lowvol,rsi14_exit25,lowvol,BTC,3,3,100.0,0.0,1.9503333333333333,,,0,0,5.851,0.0,0
86,rsi14_exit30+none,rsi14_exit30,none,BTC,14,15,33.33333333333333,66.66666666666666,-0.021999999999999947,,,0,0,-0.3299999999999992,3.058,4
87,rsi14_exit30+above_sma200,rsi14_exit30,above_sma200,BTC,4,4,25.0,75.0,-0.2769999999999999,,,0,0,-1.1079999999999997,1.052,2
