timestamp_utc,ticker,price,initial_score,indicator_final_score,final_score,decision,direction,vix_level,target_price,stop_price,atr,risk_reward,sq_final_score,sq_decision,sq_direction,sq_target_price,sq_stop_price,sq_risk_reward,gate_decision,ind_cache_date,tradable,guard_reason
2026-08-31T14:41:27.524984,XLM,0.17509,40.59,61.13629999999999,48.81,WATCH,WATCH,15.390000343322754,,,0.00320652243468231,,40.59,AVOID,WATCH,,,,UNGATED_SHADOW,2026-08-31,True,shadow — never published
2026-08-31T14:41:27.524984,DOT,0.823,30.59,57.31663888888888,41.28,AVOID,WATCH,15.390000343322754,,,0.014443940255016293,,30.59,AVOID,SELL,0.77966818,0.84466591,2.0,UNGATED_SHADOW,2026-08-31,True,shadow — never published
2026-08-31T14:41:27.524984,ALGO,0.08536,44.12,51.269299999999994,46.98,WATCH,WATCH,15.390000343322754,,,0.0017531951552999087,,44.12,AVOID,WATCH,,,,UNGATED_SHADOW,2026-08-31,True,shadow — never published
2026-08-31T14:41:27.524984,ATOM,1.482,67.22,50.42506423611111,60.5,BUY,BUY,15.399999618530273,1.5842773,1.4308613,0.0340924,2.0,67.22,BUY,BUY,1.5842773,1.4308613,2.0,UNGATED_SHADOW,2026-08-31,True,shadow — never published
2026-08-31T14:41:27.524984,DOGE,0.083,34.71,55.45268055555555,43.01,AVOID,WATCH,15.390000343322754,,,0.0015477310431122277,,34.71,AVOID,SELL,0.078356807,0.085321597,2.0,UNGATED_SHADOW,2026-08-31,True,shadow — never published
2026-08-31T14:41:27.524984,BCH,244.5,21.76,62.050262499999995,37.88,AVOID,SELL,15.390000343322754,230.67398,251.41301,4.60867,2.0,21.76,AVOID,STRONG_SELL,226.06992,251.41301,2.67,UNGATED_SHADOW,2026-08-31,True,shadow — never published
2026-08-31T14:41:27.524984,TRX,0.3328,44.12,52.795565624999995,47.59,WATCH,WATCH,15.390000343322754,,,0.0025498306607480196,,44.12,AVOID,WATCH,,,,UNGATED_SHADOW,2026-08-31,True,shadow — never published
2026-08-31T14:41:27.524984,VTHO,0.000405,30.59,63.96363888888887,43.94,AVOID,WATCH,15.390000343322754,,,1.193212086666048e-05,,30.59,AVOID,SELL,0.00036920364,0.00042289818,2.0,UNGATED_SHADOW,2026-08-31,True,shadow — never published
2026-08-31T14:41:27.524984,NEAR,1.851,45.29,62.15685312499999,52.04,WATCH,WATCH,15.399999618530273,,,0.04181398653697951,,45.29,WATCH,WATCH,,,,UNGATED_SHADOW,2026-08-31,True,shadow — never published
2026-08-31T14:41:27.524984,FET,0.1516,34.71,63.172351041666666,46.09,WATCH,WATCH,15.399999618530273,,,0.004302602898023766,,34.71,AVOID,SELL,0.13869219,0.1580539,2.0,UNGATED_SHADOW,2026-08-31,True,shadow — never published
2026-08-31T14:41:27.524984,AAVE,124.22,44.71,63.93161458333332,52.4,WATCH,WATCH,15.399999618530273,,,2.5350457204839465,,44.71,AVOID,WATCH,,,,UNGATED_SHADOW,2026-08-31,True,shadow — never published
2026-08-31T14:41:27.524984,UNI,5.088,5.29,53.986440862913604,24.77,AVOID,STRONG_SELL,29.649999618530273,4.3825357,5.3526153,0.1764102,2.67,5.29,AVOID,STRONG_SELL,4.3825357,5.3526153,2.67,UNGATED_SHADOW,2026-08-31,True,shadow — never published
2026-08-31T14:41:27.524984,GALA,0.001717,21.18,59.91871354166666,36.68,AVOID,SELL,15.399999618530273,0.001592549,0.0017792255,4.14837e-05,2.0,21.18,AVOID,STRONG_SELL,0.0015511068,0.0017792255,2.67,UNGATED_SHADOW,2026-08-31,True,shadow — never published
2026-08-31T14:41:27.524984,OP,0.088,43.53,53.57901111111111,47.55,WATCH,WATCH,15.399999618530273,,,0.0011586404160187573,,43.53,AVOID,WATCH,,,,UNGATED_SHADOW,2026-08-31,True,shadow — never published
2026-08-31T14:41:27.524984,ETC,7.18,28.82,63.54581354166666,42.71,AVOID,WATCH,15.399999618530273,,,0.15516925571321477,,28.82,AVOID,SELL,6.7144922,7.4127539,2.0,UNGATED_SHADOW,2026-08-31,True,shadow — never published
